,Unnamed: 0,tweets,sentiment
750,750,just ended ncc and now heading to training. gonna be late :-(,Negative
751,751,@1DInfectionMNL I miss them :( I hope they will come back here in PH :(( balik naman kayo oh @onedirection,Negative
752,752,Itong shirt oh! :( I want thaaaat!!! :(( (ctto) http://t.co/YILATtPk6W,Negative
753,753,"Expired and I used BIS money now I'm broke ):(""@TheActualKing: @portiatearsbee you got BB where is your BIS?""",Negative
754,754,@ObeeyRainbow this makes me feel bad :(,Negative
755,755,"@thomsk93 @KnucklePuckIL @CantSeeColour will listen tonight, it's tough having a full time job :-(",Negative
756,756,Leave me alone :(,Negative
757,757,started reading at 11 and now its 3:33 :( jfc time flies by,Negative
758,758,Goodbye stage :( you'll be miss,Negative
759,759,New bio. Bodo amat :-(,Negative
760,760,@KadiDiallo4 thats it! Watch it go by quick though.. :(,Negative
761,761,All of my friends are asleep :(:(:(,Negative
762,762,@triassy yelaaaaaaa :(,Negative
763,763,Sooooooooooo tired :(,Negative
764,764,@espresso_based is that you? what happened? :(,Negative
765,765,want to sleep but not tired :((,Negative
766,766,Home time today for me and @ASTownley :( #dublin http://t.co/EZRfqqlzXc,Negative
767,767,Someone have a harry potter marathon with me :((,Negative
768,768,tbh i miss you :(,Negative
769,769,I don't know how to find a balance :((((,Negative
770,770,@THESCORCHCRANKS WHY DO YOU HAVE TO UNFOLLOW ME?:(,Negative
771,771,"Want a big hug.
Want a sweet smile.
Want a warm eyes.
Since this moment I can't have it.
:(",Negative
772,772,@ForbiddenPlanet @ValiantComics @MyZombies Would so love to win! Can't afford to buy comics at the moment and I'm pining for them! :(,Negative
773,773,@teamkins Oh this isn't good to hear :( What have you been asked to provide exactly?,Negative
774,774,@lancepriebe Is there any chance you could add a keybind feature to Wild Warfare? Because I can't change my controlls so I can't play.. :(,Negative
775,775,Been diagnosed wiv Scheuermann's disease.......back bone rlyhurts howdo u do it georgesampson cant stand da pain can't do P.E :( x,Negative
776,776,@ManasRM @AnjariaSameer @Airtel_Presence where is #voice signal? Not able to make calls :-( http://t.co/iF9jbN3cgm,Negative
777,777,What do we reckon are the chances of me seeing any #T20 action in #Taunton tonight??? *hopeful but realistic face* :-(,Negative
778,778,"@z1mb0bw4y and 2 weeks of vacation, which I dont have... :(",Negative
779,779,i love you :(  http://t.co/1q9EZyGWXI,Negative
780,780,ugh im so excited for made :(((((((((((((((((,Negative
781,781,@kohquette you're good and you should feel good!!! :(,Negative
782,782,#JusticeForSandraBland #SandraBland this is disturbing just shows the poor women was already dead in the mug shot :( https://t.co/K17rqTUbeH,Negative
783,783,sick of this feeling. :( i just wanna be happpy,Negative
784,784,"justinbieber can u pls follow me on &gt;daianerufato&lt; i've been trying for too long :( ilysm bae! xx (July 24, 2015 at 07:34AM)",Negative
785,785,@ManLikeSergio Delphy Injured :(,Negative
786,786,weak at dom :( DOM TECHNIQUES?! https://t.co/5WyrdvjzSf,Negative
787,787,@jaimelesgyozas ah mince :(,Negative
788,788,@BAP_Bangyongguk I don't feel good :(,Negative
789,789,"@LuciHolland I completely forgot about Final Symphony :(
Need to meet up again sometime soon with Joe and co.",Negative
790,790,Tbh me too but they now busy wth their concert schedule :( aisyhhh https://t.co/16pOubmvlX,Negative
791,791,@clunis_96 I haven't been eyed up since I started going bald at the age of 14 :(,Negative
792,792,Only SeungChan cant get :( Aigooo My Riri,Negative
793,793,@iainbruce not good :(,Negative
794,794,My original ticket was £19 :(,Negative
795,795,@Jakers787 depends on when I have a vet visit for sick cat :( I'll let you know?,Negative
796,796,@jenxmish @wittykrushnic don't leave :(,Negative
797,797,i don't wanna get up :(((,Negative
798,798,"@elyusia i can find most major people EXCEPT his VA

i'm not sure if they just kept it same as luminous but they didn't do that in kms &gt;:(",Negative
799,799,@countrychoiceID min follback :(,Negative
800,800,@martinamegia_ its been treating me horribly ugh :( im v happy for u !,Negative
801,801,@kristikay13 Good morning! Hope it's a productive one for you. Time for me to get ready for work. :(,Negative
802,802,"""zayn"" starts with a small letter Z. Why? :( @Real_Liam_Payne",Negative
803,803,@lifelesscurves they're really unique and refreshing :( the popularity was great too. Just why...just why &gt;_&gt;,Negative
804,804,"Once you start loving someone, it’s hard to stop.
*Bebeeeee :(",Negative
805,805,CHEM LT WAS NOT NICE :(((,Negative
806,806,.@sabal_abla @tanha_messiah Because people who point out inaccuracies in jokes might be inaccurate jokes. I got worried :(,Negative
807,807,@DarkSkinnedToni burning rn like this is so tragic :(((,Negative
808,808,I woke up really hungry :(,Negative
809,809,I love Joy :(,Negative
810,810,INFINITE GOT TO WIN &gt;:(,Negative
811,811,@PlanetRockRadio Sam I have seen rush 19 times. Would have been 20 in Toronto until my flight was cancelled on day of the show :( stuart,Negative
812,812,Party's goodbye stage :((,Negative
813,813,Iyalaya to anybody that would laugh at me today. I'd just have to wear my shades round the clock.:(,Negative
814,814,What is this ??? #ZaynIsComingBackOnJuly26 :( ;(,Negative
815,815,@godstalia aw fuck that sucks :((,Negative
816,816,@sianyw As if he wouldn't be happier here running around my house wearing a H&amp;M shirt. :(,Negative
817,817,@Mars_Sum41 noooo :( goodbye fun driving,Negative
818,818,I'm bored :( this one ubusy le fifa -_-,Negative
819,819,@lorrainepalileo @cailaaah i wanna go gymnastics with you guys :(( haha,Negative
820,820,I'm so sick aahhhh i hate this feeling :-(,Negative
821,821,"Ok, back to work :( http://t.co/QFtLZ2Cl0w",Negative
822,822,My poor noggin! Bumped it a few days ago and it still hurts a little. :( #feelslikeanidiot,Negative
823,823,I'm forever eating like  Pregnant woman these Days :-(,Negative
824,824,Ugh :( My head hurts.,Negative
825,825,i dearly miss and love my sunshine @zaynmalik :-(,Negative
826,826,@PatelPatelxx @Starbucks can suk ma buttttttt. except their pumpkin scones.... but they havent made those in years :(((,Negative
827,827,"love outnumbered so much, wish there were more to watch :(",Negative
828,828,vidcon :(((,Negative
829,829,"@ErisLovesMovies :( Feel better soon, Eris. #support",Negative
830,830,Hello ;3 geez.. i badly miss my 12 precious stars :( EXO&lt;3,Negative
831,831,@Beyfan1981 @HateTheseFools Yes Hive always sucks at voting... that is shit :((,Negative
832,832,They said #GOT7 will back to #VIETNAM this december !!!!! I DUNT THINK SO AWWWWWWWW :(( DON'T KID ME !!!!,Negative
833,833,@marmaisxcz IKR :( lol,Negative
834,834,can you hear my sobbing :((( http://t.co/Daoz0uAQGC,Negative
835,835,so cute :( http://t.co/hhhWQQ1Nh3,Negative
836,836,@sociopathslut @onikashabibi but why don't I have buff legs yet :(,Negative
837,837,noo toni deactivated too?? :(,Negative
838,838,Bra Shady's kisses though!  :-( #Isibaya,Negative
839,839,this place will forever hold a very special place in my heart :-( ❤️ gonna miss you Germany 😓 http://t.co/fwDwYoVEPV,Negative
840,840,Haven't really slept all night :( I'm in a different place where it's a little colder. Hopefully that will help. Took some meds,Negative
841,841,Leaving for the airport soon :( don't wanna go home.,Negative
842,842,@clemencycox i want a sausage roll :-(,Negative
843,843,Rain rain go away :(,Negative
844,844,work adios friends :(,Negative
845,845,I have a cold sore :( ew h8 this. Help,Negative
846,846,What's wrong with my fb messenger :((((,Negative
847,847,I wish my band were shittier so we could get booked on Leno :(,Negative
848,848,Identity crisis :(,Negative
849,849,3:33 am and all of my roommates are officially knocked out :( so much for an all nighter,Negative
850,850,A bird just flew into the window and now it's dead :-(,Negative
851,851,@damnkathleen come thru b I miss you :(,Negative
852,852,@XxJenniferAmyxX Derek likes to tour &amp; visits Wetherspoons Pubs across the UK. Get Police to contact their H/O. Hope he OK. :(,Negative
853,853,@LittleMix PLEASE FOLLOW ME :(,Negative
854,854,Even had a dream that Frank Ocean released his new album ffs pls :((((,Negative
855,855,Snapchat me : LisaHerring19 #snapchat #kikme #kikmeboys #woman #ebony #weloveyounamjoon #sexi :( http://t.co/zVTYSy29uk,Negative
856,856,Don't know why I gave my white dress with small polka dots away :( 😭😭 *sigh* ndi hacked.,Negative
857,857,I miss my baby :-(,Negative
858,858,@HerFaithness it is &amp; I'm already having a bad day :-(,Negative
859,859,@erinaree It was SO yum but I had to feed 6 so no leftovers :(,Negative
860,860,@dullandwicked @_GrahamPatrick @JohnBoyStyle Has nobody told you about this side of twitter? It's in the T&amp;Cs. He owns you now. Sorry. :(,Negative
861,861,"The last dick pic I got was awful. It ruined walnut whips for me for life :-( 

I also named him and it turned out his wife followed me.",Negative
862,862,@Vicionius Boah! :(,Negative
863,863,"Things are hard right now, &amp; I can't even be home with Mady to help me through it. :(",Negative
864,864,i am so :((((((,Negative
865,865,@EpicRaver I know :(,Negative
866,866,@NatalieH__xx aww no but it's my last semester ever!! :( we def have to catch up sometime soon. We always leave it too long,Negative
867,867,This manga is just too cute and yet made me cry.. :( http://t.co/KB6GswBxMT,Negative
868,868,@LouiseMensch Just like that here at the moment....not. :-(,Negative
869,869,I ate all the leftovers of the giant #AmINormalYet cookie for breakfast and now I'm clutching my poorly tummy in my PJs and groaning :(,Negative
870,870,@ghinesaddi miss you :(,Negative
871,871,@_stroya nou youre not :-( here have a picture of Adam http://t.co/WEvVpVoAmx,Negative
872,872,@sinSALEM this is a very sad moment :(,Negative
873,873,@lukelegs69,Negative
874,that wouldn't be right :((,,Negative
875,874,Ken Saras. Waiting for my sister. She was in accident. So poor :( https://t.co/44TvKaVDCJ,Negative
876,875,@Rorington95 did they manage to sort your ticket issue mate? Nobody picked up when i rang the box office :(,Negative
877,876,Fk!!!!! I have no freaking words to describe this.... Eric Prydz How? like how? :( This is out of the world!! http://t.co/W5uDTzdhAi,Negative
878,877,Not 12 hours after my sister-in-law installed that new @DionoUSA seat we bought her she was rear-ended! everyone's fine but seat is trash :(,Negative
879,878,"For the first time in my life I've had to hold my boobs whilst running down stairs, is my no bra life over :(",Negative
880,879,@ljenkins314 @fringenerd @Noin007 I like paper books :(,Negative
881,880,@SensodyneIndia we friends love to eat ice cream during childhood. Missing those days :( #Toothsensitivity,Negative
882,881,@father me too :-(,Negative
883,882,@Belinda_Factor stressful :( you not even my dress size ke shem..,Negative
884,883,Trust me to be no well :( Awell not be long and I will be to drunk to care #weekendofmadness 🍹🍸🍹,Negative
885,884,i really like this cb but not the outfit this time too bad :(,Negative
886,885,@lucyreesxo She threatened me :(,Negative
887,886,"i wanna be a dancer 
no
i wanna be a choregrapher
but 
I CANT :(
whyyyyyyyyyyyy is life so unfair",Negative
888,887,@KittyKatPK happening anymore :(,Negative
889,888,@curiouskittten didn't even know you still existed on here haha text me :( 626-430-8715,Negative
890,889,@subharrie @roguefond i've messaged her but she hasn't replied and i dont even think she's active on facebook :(,Negative
891,890,@MlREU but i'm at work you hoe xD i can't even look at bby in peace :(((,Negative
892,891,@suziepanol WHY DO THAT TO US :(,Negative
893,892,Well it seems like just a dream :(,Negative
894,893,Dream team recording today :((( im sad xiu couldn't make it :(,Negative
895,894,Nk gi uss on birthday :(,Negative
896,895,"@HollieB awwwwww, I'm so sorry to hear that :(",Negative
897,896,@ElisseJoson miss you so much ate elisse :(( do u still remember me? 😭,Negative
898,897,i miss them so much :(,Negative
899,898,ksoo makes me so emo :((((((((((((((((((((((((((((((((,Negative
900,899,Wat a small session tat was :(..but still im little happy bcoz for the first time i heard my name from @rithvik_RD..but still too short..,Negative
901,900,@Doomcrew_Glen awwwww i'm so sorry. :( i bet she's looking down on you&lt;33,Negative
902,901,no matter how many times i try to sleep... i can't :(,Negative
903,902,"“@shakyra_cledera: ""paper town"" :--((((” sm :(((",Negative
904,903,@wittykrushnic don't go :(,Negative
905,904,I'm going to miss you baby! :(( @ Rancho Imperial de Silang Subdivision https://t.co/b5JvTqpm4N,Negative
906,905,traffic :-(,Negative
907,906,Twitter Help Center | Why can&amp;#39;t I follow people? https://t.co/LeL2yOp3Iq via @support i really really sorry about following evry one :(,Negative
908,907,@franksredhotuk Its not hot in Cornwall! its veritably cold :( great prize xx,Negative
909,908,@hancoverdalexo aww :( thanks anyway!!,Negative
910,909,Regular gym workouts are so boring when you could be spinning :(,Negative
911,910,I can't do it anymore. I can't have stress on my body yet my life is based upon stress I just can't do it :(,Negative
912,911,@ManOfZinc And I don't see a penny of it... :-( DM me your email address; I'll send you the ebook.,Negative
913,912,"Фотосет: addicted-to-analsex: sweetbj: #sweetbj #blowjob Mhhh, want to make a man happy now :( http://t.co/v9ryND7pcs",Negative
914,913,im sed.. :-( the person im meeting is late and im at the other end of sg and i havent taken my dinner yet bless me,Negative
915,914,@willing_h I feel left out :(,Negative
916,915,@mblaq_seungh0 THEN WHY MENTION MEE OMG /envious/ please oppa eonni stop lovey dovey in front of your poor single dongsaeng :(,Negative
917,916,@ShannonEastwood I'm workin :( got a day off Tuesday tho haha x,Negative
918,917,@ulaaaaa1909 Schade :(,Negative
919,918,@CuddlesAri I am gutted! they NEVER do m&amp;g for Belfast :(,Negative
920,919,@klentmagsino im so jealous.. :( because you followed each other with Jacob @JacobWhitesides .. follow me too. Jacob :(,Negative
921,920,isco :(,Negative
922,921,@ImRefleex my penis is too small :(,Negative
923,922,omg me every fucking month... :( https://t.co/FX0CGVPDMX,Negative
924,923,I wish my dog liked to cuddle :(,Negative
925,924,Come on Carlton :(,Negative
926,925,@MOONEMOJAI babe :( can u still read thru the conversation on ur hushed?,Negative
927,926,Sometimes I wonder what went wrong :( guess I'll never know,Negative
928,927,"And more violence... :(  ...we are a Soul Sick nation...praying for Louisiana.
#Lafayette #matteroftheheart #peace",Negative
929,928,waduh..pantes :( https://t.co/AWS63BItZA,Negative
930,929,"@keelzy81 you know, I actually got suspended for smoking, can you believe it? Teenage me was such a fucking cliche :(",Negative
931,930,Already miss @mikeyyfontt so much :(,Negative
932,931,@BocasSweets I miss youuuu :((((,Negative
933,932,Today #RMA jersey :(,Negative
934,933,@ButDinero your so fake I texted you :(,Negative
935,934,@Earl_Wolf24 not you :(,Negative
936,935,"♥ [ENG] ♥ - Let's talk, since can't stream games :(: http://t.co/bkNxSZfjm6",Negative
937,936,@RuneMagique chance :(,Negative
938,937,Snapchat me - JaclinTiler #snapchat #snapchat #teens #models #likeforlike #mpoints #hotfmnoaidilforariana :( http://t.co/xxuygooKcq,Negative
939,938,"@superslothjai hi, can you do me some dms with luke please??:(",Negative
940,939,@AmandaT_Photo @OandtheFoxes really wanted to but ran out of time :(,Negative
941,940,i hate waking up in the middle of my sleep :(,Negative
942,941,he he he :(,Negative
943,942,@rupexo @LordOfTheMics fuckkk it's a Wednesday :(,Negative
944,943,"@PetiteMistress DO IT! I want to start one for making small games, but I feel like I need to get a jump start before asking for support :(",Negative
945,944,Justin where are you ? :( @justinbieber,Negative
946,945,:( :( I'm gonna cry,Negative
947,946,@IanHallard @ArtsTheatreLDN I'm really excited but also really sad because once again I won't be able to see it :(,Negative
948,947,"I can't finish my Sanum today! :(
#LLAOLLAO #Dessert but too full",Negative
949,948,@jxstkatie @TheSvante i want foood :((,Negative
950,949,Last day :(,Negative
951,950,#UberIceCream was super! But we didnt get the glares :( @Uber_Pune,Negative
952,951,@ffyeahh i don't know how to do vines :(,Negative
953,952,@selenagomez you was Tweetin earlier this morning &amp; i wasn't here :( sad mood all the day :(,Negative
954,953,sunggyu has a plaster on his elbow.... is it from the fall? :-(,Negative
955,954,@ughimnotsam i am in the middle of figuring out how to choreo :(( next time girl!!,Negative
956,955,"@Afooo93 😭 this is me thinking she was well offensive, how can you laughing :(",Negative
957,956,@NEEDTOBREATHE love you..sad I wasn't up front :(,Negative
958,957,YEYY finally but my HD brows kit is broken slightly :(( @cohorted http://t.co/5CNhhfJpnJ,Negative
959,958,"@alexandraloisee Monday until wednesday, g na girl!!!! :(",Negative
960,959,Babe :(,Negative
961,960,I miss everyone omg :( school sux :(,Negative
962,961,@gelcababa enjoy :(,Negative
963,962,Add my KIK : nothaveld765 #kik #hornykik #edm #sexy #likeforfollow #hannibal #camsex :( http://t.co/EHtsuDdRuA,Negative
964,963,new mosquitoe bites :(,Negative
965,964,@CRMDKS are you into kinky shit--- we hsould justget married already : (,Negative
966,965,really dont wanna go home today :(,Negative
967,966,@Idamelatim you la :(((,Negative
968,967,when nothing like us comes up on shuffle :((,Negative
969,968,@notch hmm. I have been thinking about getting one for a while. Might get one inte future. I really miss buckling springs :(,Negative
970,969,"Ah Millz askies :( ""@_Millzxy3D: so you come back and awusasho ? :'( @Nessa_Mbeki""",Negative
971,970,@sainsburys guys a really unlucky one. The driver and I briefly checked eggs but my other half spotted this : ( http://t.co/WpCqJHhBVk,Negative
972,971,Tired :(,Negative
973,972,im greatful that i can still see u despite of 144p :(,Negative
974,973,@pikaiba I LOVE BROOKE I'm just concerned cause his face is all cracked :(,Negative
975,974,"＠maverickgamer_　July 24, 2015 at 07:32PM 　:(",Negative
976,975,"＠maverickgamer_　July 24, 2015 at 07:25PM 　:(",Negative
977,976,Bored to the max rn :(,Negative
978,977,@tudipa Sorry that manage files on external SD card via AirDroid is not supported now (Android 4.4+) :( Google has restricted that.,Negative
979,978,@fkluca u are so cute thank u :(,Negative
980,979,@MICHAELC24H it's alright... cramps are killing me. :-(,Negative
981,980,MAYBE IT'S WRONG TO SAY PLEASE LOVE ME TOO &lt;/3 :(,Negative
982,981,@blockedmefat dont unstan tay :( never please,Negative
983,982,@Sibulela_M only white things I have ngeze turn up :( for all white parties I've been to. Have nothing cocktaily and classy 😭😭😭 so stressed.,Negative
984,983,@wbuharryy i love you :(,Negative
985,984,"＠maverickgamer_　July 24, 2015 at 07:24PM 　:(",Negative
986,985,I don't want to be stuck inside all day :((,Negative
987,986,@cmonlukey all of them :(,Negative
988,987,@BeardOfTsu @LucasWeatherby @ChrisJLatimer @Alex_AMS96 it came crashing down and it hurts inside :(,Negative
989,988,✈️2 days and I'm back in rainy UK :-(☔️,Negative
990,989,"@peterpalmer52 Hi Peter, We've not had pens for 2 years now. We just can't get them. There's not even spares in the office anymore either :(",Negative
991,990,@Biblioticaa I got delayed by guests. Sigh :(,Negative
992,991,@riseagainst why you don't come to Barcelona this year? :( won't be able to see you in Madrid or Bilbao...,Negative
993,992,"I hate Japanese call him ""bani"" :( :(",Negative
994,993,wish I had a nice booty :-((((,Negative
995,994,Who was next?? Oh yeah Sharyl! Currently don't got no #Shane ta call my own :( http://t.co/mOZlqwvvq0,Negative
996,995,all of my favourite people deactivate :(,Negative
997,996,I want to dance rn :(,Negative
998,997,im still giddy over d1 :-(,Negative
999,998,his smile is so beautiful :( https://t.co/OiAHorQJOb,Negative
1000,999,"@heidsbland @asos95 yes, after 11 days. With a broken zipper.  Broken beyond repair. :(",Negative
1001,1000,@seanactual You mean you're not offering? :(,Negative
1002,1001,Saturday Classes! :(,Negative
1003,1002,@EE I'm bad and kind of want an IPhone 6 but account says I can upgrade April 2016 too far :( *cont,Negative
1004,1003,You need to come back to England....:(  @MacHarmon,Negative
1005,1004,JAMES wore this in my meet and greet :((( http://t.co/MS60gaiIce,Negative
1006,1005,tempted to eat this whole pack of oreos. need to find the strength not to do so. :(,Negative
1007,1006,When there's  free Wifi networks available but they ain within range :(,Negative
1008,1007,"Need ice cream, lolipop, chocolate, kebab, klappertart, cake and need moodboster !!! :(",Negative
1009,1008,"Have a shoot tomorrow and haven't been told where and when because the team are only flying in this evening :( 
I hate being unprepared.",Negative
1010,1009,"@gala_con Sry i have a question , where does the dresscode count , because i dont want to stand in front of closed doors and iam confused :(",Negative
1011,1010,Oh my god :(,Negative
1012,1011,@_CaitlinTierney dnt stab meh :(,Negative
1013,1012,@biebzzur wrocilam :(((,Negative
1014,1013,o otp :( http://t.co/EVislmNp5V,Negative
1015,1014,Hoping that this is real :(( #ZaynIsComingBackOnJuly26,Negative
1016,1015,Have work in 5 hours... :(,Negative
1017,1016,all time looww(:(,Negative
1018,1017,@Jamie_MARIEbear I've literally just recovered :(,Negative
1019,1018,@haywayne Hi Wayne. We're sorry to hear you're looking to leave :( What's happened to make you want to go?,Negative
1020,1019,@leighannajohns1 Oh no :( Insurance is for loss/stolen or accidentally damaged devices. Warranty repairs are sent to our repair centre.,Negative
1021,1020,"😂😂😂""@Danny_boym: Lol 👌""@sick_fruits: :( @_kydd_que: LMFAOO..So Accurate!!! http://t.co/k4daapzfUz""""",Negative
1022,1021,@angelhairhes Please Fra i am hoping u can pick me :(,Negative
1023,1022,off to the airport :(,Negative
1024,1023,Alive and got to spend more time with Harry and got to tell him stories about James :(( I'm really sad :(((,Negative
1025,1024,@Hayles_101 Dont say that they might steel Otamendi :(,Negative
1026,1025,goodbye ny :( 🚖🗽🌃 http://t.co/uNorqB0mlK,Negative
1027,1026,"awww, STealth Bastard 2 is named STealth Inc on steam too :(",Negative
1028,1027,"Therapy was so exhausting. 
I just want to lie down somewhere but I can't. :(",Negative
1029,1028,"@biobio1993 Don't worry! It's understandable. :( I mean, I totally get why some people block others &amp; that's their choice but sometimes",Negative
1030,1029,Finally ! I hate it that Switzerland doesn't have a KFC ! :( http://t.co/U1ZU4OOuxV,Negative
1031,1030,"the most common lie in th wolrd is..
i m fyn :-(
...",Negative
1032,1031,No drop home for me today :(,Negative
1033,1032,@MmeNazty oh no oh no wrong end of the state :(,Negative
1034,1033,I genuinely keep having nightmares about results day Fam :(((((((((,Negative
1035,1034,@robinpatrickm why won't he talk to me :(,Negative
1036,1035,@Cas_Audio noooooooooooooooooo. This cannot be a thing. :-( :-( x,Negative
1037,1036,ok im going now if i have wifi or 3g ill be on but for now bye :(,Negative
1038,1037,Good luck :(( https://t.co/39G210gq4y,Negative
1039,1038,@zoellaftmendes i'm gonna miss your tweet in my tl :( always here if u come back!,Negative
1040,1039,I smile to hide the pain (: :(,Negative
1041,1040,"@NotFaulty Christ, what's with the scale on those deck chairs? This art is killing my head, man. :(",Negative
1042,1041,"@Kimberly_171 aw yk i wish i could :( , go to sleep babe you need your resy",Negative
1043,1042,Pray :( https://t.co/T1OVu6r9wT,Negative
1044,1043,@perfect_st0rms omg nooo you should have said hi! :((((,Negative
1045,1044,@GabyWhittlenew no way!!!! Aww :( such a funny time that,Negative
1046,1045,"My phone is so shit, it always runs out of memory :( ...2 many nudes",Negative
1047,1046,@LimarDotA bruh :(,Negative
1048,1047,nooo :(  I wasn't prepared http://t.co/4sZYb7zFwv,Negative
1049,1048,@critalks @batwife sorry :( I'll let you know if I see any ♡,Negative
1050,1049,Locked out my own house :(,Negative
1051,1050,@LaraKBaker Great view! It's a shame about the weather though :-(,Negative
1052,1051,sold out :( https://t.co/QtC9tfSPQU,Negative
1053,1052,I just wanna sleep :(,Negative
1054,1053,"@thevinnythepooh @jefflacs been praying that for years, but to no avail :((",Negative
1055,1054,fbc is messing up :( dm? @blueberryjham,Negative
1056,1055,@daftatonix I thought we were friends :(,Negative
1057,1056,Add me on KIK - mork873 #kik #kikgirl #kikhorny #snapchat #addmeonsnapchat #premiostumundo #hotspotwithdanris :( http://t.co/r5fMnyWyUf,Negative
1058,1057,@thnksfrdllnwks I KNOW :(,Negative
1059,1058,@IKILLSNOW okay :(((((,Negative
1060,1059,@GuadaSSanchez YOU KILLED IT :(,Negative
1061,1060,@mz_chocl8bear dude I didn't get the dm :(,Negative
1062,1061,At the hospital :(,Negative
1063,1062,Food poisoning again! :((((,Negative
1064,1063,Sone produce from my Potager...my tomatoes have blight :-(  Big changes for next year.,Negative
1065,1064,This was in Sheffield :( I miss him so mych http://t.co/kgpUCPTdAx,Negative
1066,1065,@nichotine_ but the dress is pretty :(,Negative
1067,1066,@beigemarauder shiiit :( so sorry,Negative
1068,1067,IM NOT SCREENSHOTTING IM SO PROUD OF MYSELF :(((,Negative
1069,1068,"most of the prompts being claimed so far are kinda... like i've aready read something similar :( soulmate au, canon... zzz...",Negative
1070,1069,How careful do you actually have to be with a black box? :(,Negative
1071,1070,Well summers over then :( knew it wouldn't last we do live in Britain ☺️😂😁 http://t.co/GKFgw0Khy6,Negative
1072,1071,Moodboster :( @febrianadwita mana?,Negative
1073,1072,"@trcpqveen i love you, my lil baby :(",Negative
1074,1073,@monaarcmunoz. Please :(,Negative
1075,1074,Need to finish all hws ugh :(,Negative
1076,1075,@MartinaSancehz Jouch. Por que? :(,Negative
1077,1076,liceooooo :(,Negative
1078,1077,30 minutes and counting just to pass through the EDSA AYALA tunnel... And am still not completely out. :(,Negative
1079,1078,Very upset that @Uber promised us free ice cream but didn't mention it's only in city centres #ThatsCold #UberIceCream :(,Negative
1080,1079,I'm still awake :( feeling like I need to delete 80% of people on my snap.,Negative
1081,1080,my group for Lourdes does not bang:( why :(,Negative
1082,1081,@eleena_pv @apuchades I'm sorry :(,Negative
1083,1082,@choivernope why not? :( yes I'll stream~,Negative
1084,1083,Rain like cats and dogs..... Can't go anywhere.. Water on the road everywhere.. :(,Negative
1085,1084,#Showbox the only thing that works is that naruto cartoon lets keep fingers crossed this isnt the end for our favourite work companion :(,Negative
1086,1085,My face is so skinny in that picture omg :( why did i get fAt,Negative
1087,1086,I can barely feel my under boob :(,Negative
1088,1087,zzzz missed my stop :(,Negative
1089,1088,Take me back to Dubai :(,Negative
1090,1089,5SOS Calum5SOS Luke5SOS Ashton5SOS I bet $20 to a friend that you will follow ✧｡ Chelny ｡✧ Do NOT disappoint me. :(,Negative
1091,1090,The night when everybody starts to remember they have homework that is due tomorrow... :(,Negative
1092,1091,"Bad news My Laribuggy... :( BUT I know one of the top10 was injured &amp; has been on medication, so... https://t.co/iEbaTUv6sW",Negative
1093,1092,When you have to make do with no nutella :( http://t.co/gm5Q0AProo,Negative
1094,1093,"And he didn't even get to spend much time  with him :(( and he loses him, I wish anything could've happened if it mean Sirius could stay +",Negative
1095,1094,BECAUSE THAT'S YOUR GOAT MINO : (,Negative
1096,1095,didnt took photos with you :-(,Negative
1097,1096,@ARGA_naut frudging cant chill :(:(:(:(,Negative
1098,1097,@irisharry_ Awww no :( I didn't mean to make you sad! - Mike,Negative
1099,1098,@wydbaylee i just need to put on some clothes n stuff n then i can be right w u to do stuff for u :(,Negative
1100,1099,"@Rhianne_97 can you believe I actually just went home and sat about for half an hour and went work, I lost the numbers to ring anyway bbz :(",Negative
1101,1100,"Aw :/ Angeke sbali! ""@Ami_Khang: Euuuwwww @Andile_SS Lunch. Like a real construction worker :-( http://t.co/1nPlTqukIY""",Negative
1102,1101,"Can you guys help us reach 1K? 
It would mean so much 
Because if you do, we will do our best to give Harry Styles solo dm.. :(

-Nelle.",Negative
1103,1102,@jasminew0w Ik come take care of me :(,Negative
1104,1103,i miss you to death :(( @SMtajanlangit http://t.co/7Hal7PTTAN,Negative
1105,1104,@ItsMeCindyE i miss you :(( hahaha,Negative
1106,1105,I need to sleep... :(,Negative
1107,1106,@ImJoanneT ah jaysus! :(,Negative
1108,1107,@jimmehy2 @WWESuperCardFAQ Who's jealous? This guy right here! :-(,Negative
1109,1108,2 people are dead :((((((,Negative
1110,1109,I no longer like toast :(,Negative
1111,1110,"@jenolixx i hate it, insecurities go away pls :(((",Negative
1112,1111,@notakimchi @LexasArmy but.. buti thought  ure my poop friend :(,Negative
1113,1112,@cuffyochickenn 😭 there's just no love anymore :(,Negative
1114,1113,"Why the most Gorgeous, sexy, hot, amazing angel  @angelcandice  aren’t still shooting in Rome?  @victoriassecret :(",Negative
1115,1114,Bad throat and now a cold too :(,Negative
1116,1115,@LanaParrilla because you don't like me :((,Negative
1117,1116,@_eshaaax I missed youuu too :((,Negative
1118,1117,"Llama, are u sick? :( pls take care of urself #GetWellSoonAmber @llama_ajol",Negative
1119,1118,i miss you already :-(,Negative
1120,1119,@FercanY @BenjaminHarvey Rip Heath Ledger :(,Negative
1121,1120,no more of being 'high all the time' :((((((((((( this is v sad,Negative
1122,1121,@RealKrisTravis it came crashing down and it hurts inside :(,Negative
1123,1122,"Now if only it had an app... Stupid Apple, not giving apps permission to do that &gt;:(",Negative
1124,1123,"i can't be there for you anymore &amp; i'm sorry bc of me , you're not yourself anymore :-(",Negative
